source,target,edge_type,confidence,fk_columns,ref_columns,note
sales_order_items::740560::10,sales_order_headers::740560,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740560::10,products::S8907367008620,sales_order_items->products,high,['material'],['product'],
sales_order_items::740561::10,sales_order_headers::740561,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740561::10,products::S8907367037156,sales_order_items->products,high,['material'],['product'],
sales_order_items::740562::10,sales_order_headers::740562,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740562::10,products::S8907367003380,sales_order_items->products,high,['material'],['product'],
sales_order_items::740562::20,sales_order_headers::740562,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740562::20,products::S8907367020035,sales_order_items->products,high,['material'],['product'],
sales_order_items::740563::10,sales_order_headers::740563,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740563::10,products::S8907367008620,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::10,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::10,products::B8907367037842,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::20,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::20,products::S8907367010814,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::30,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::30,products::S8907367036722,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::40,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::40,products::S8907367029021,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::50,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::50,products::S8907367016144,sales_order_items->products,high,['material'],['product'],
sales_order_items::740564::60,sales_order_headers::740564,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740564::60,products::S8907367029038,sales_order_items->products,high,['material'],['product'],
sales_order_items::740565::10,sales_order_headers::740565,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740565::10,products::S8907367035664,sales_order_items->products,high,['material'],['product'],
sales_order_items::740566::10,sales_order_headers::740566,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740566::10,products::S8907367010814,sales_order_items->products,high,['material'],['product'],
sales_order_items::740567::10,sales_order_headers::740567,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740567::10,products::S8907367014867,sales_order_items->products,high,['material'],['product'],
sales_order_items::740568::10,sales_order_headers::740568,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740568::10,products::S8907367035664,sales_order_items->products,high,['material'],['product'],
sales_order_items::740569::10,sales_order_headers::740569,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740569::10,products::S8907367035664,sales_order_items->products,high,['material'],['product'],
sales_order_items::740570::10,sales_order_headers::740570,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740570::10,products::S8907367035664,sales_order_items->products,high,['material'],['product'],
sales_order_items::740571::10,sales_order_headers::740571,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740571::10,products::S8907367003380,sales_order_items->products,high,['material'],['product'],
sales_order_items::740572::10,sales_order_headers::740572,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740572::10,products::S8907367003311,sales_order_items->products,high,['material'],['product'],
sales_order_items::740573::10,sales_order_headers::740573,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740573::10,products::S8907367041993,sales_order_items->products,high,['material'],['product'],
sales_order_items::740573::20,sales_order_headers::740573,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740573::20,products::S8907367042006,sales_order_items->products,high,['material'],['product'],
sales_order_items::740574::10,sales_order_headers::740574,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740574::10,products::B8907367032649,sales_order_items->products,high,['material'],['product'],
sales_order_items::740574::20,sales_order_headers::740574,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740574::20,products::S8907367013082,sales_order_items->products,high,['material'],['product'],
sales_order_items::740575::10,sales_order_headers::740575,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740575::10,products::S8907367003311,sales_order_items->products,high,['material'],['product'],
sales_order_items::740576::10,sales_order_headers::740576,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740576::10,products::S8907367039303,sales_order_items->products,high,['material'],['product'],
sales_order_items::740577::10,sales_order_headers::740577,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740577::10,products::S8907367042006,sales_order_items->products,high,['material'],['product'],
sales_order_items::740578::10,sales_order_headers::740578,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740578::10,products::S8907367042006,sales_order_items->products,high,['material'],['product'],
sales_order_items::740579::10,sales_order_headers::740579,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740579::10,products::S8907367042006,sales_order_items->products,high,['material'],['product'],
sales_order_items::740580::10,sales_order_headers::740580,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740580::10,products::S8907367042006,sales_order_items->products,high,['material'],['product'],
sales_order_items::740581::10,sales_order_headers::740581,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740581::10,products::S8907367002499,sales_order_items->products,high,['material'],['product'],
sales_order_items::740582::10,sales_order_headers::740582,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740582::10,products::S8907367001003,sales_order_items->products,high,['material'],['product'],
sales_order_items::740583::10,sales_order_headers::740583,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740583::10,products::S8907367001003,sales_order_items->products,high,['material'],['product'],
sales_order_items::740584::10,sales_order_headers::740584,sales_order_items->sales_order_headers,high,['sales_order'],['sales_order'],
sales_order_items::740584::10,products::S8907367759287,sales_order_items->products,high,['material'],['product'],
